name,gender,SSN,age,complete address,zipcode of residence,state of residence,S1,S2,S3
Angel Walker,Male,880-78-3315,51,5934 Desiree Manor Suite 430 Port David  ME 11814,11814,ME,STRONGLY AGREE,AGREE,STRONGLY AGREE
Christie Bond,Female,256-84-4215,45,734 Carrillo Junction Lesliechester  MT 51894,51894,MT,DISAGREE,DISAGREE,AGREE
Jeffery Morris,Male,661-43-0504,32,06886 Renee Groves Sandersville  NY 53290,53290,NY,AGREE,AGREE,STRONGLY DISAGREE
Sarah Robinson,Female,711-78-8940,41,08718 Harper Valleys Richardsborough  ID 47019,47019,ID,DISAGREE,STRONGLY AGREE,DISAGREE
Krystal Campbell,Female,165-50-5845,19,4821 Ashley Hill Olivialand  VA 26093,26093,VA,STRONGLY AGREE,AGREE,AGREE
Yesenia Williams,Female,362-19-9328,77,82740 Brown Cove Apt. 806 West Natasha  CA 67160,67160,CA,STRONGLY DISAGREE,AGREE,DISAGREE
Ryan Castaneda,Male,588-16-1638,20,3617 Stephanie Courts Suite 560 Boydmouth  IN 59301,59301,IN,AGREE,STRONGLY DISAGREE,AGREE
Crystal Mason,Female,693-86-5294,42,04020 Walker Mills Apt. 434 North Jacob  DC 37589,37589,DC,AGREE,STRONGLY AGREE,STRONGLY DISAGREE
Katherine Wallace,Female,511-63-9150,58,28201 Arnold Stravenue Deleonville  NV 68827,68827,NV,STRONGLY AGREE,STRONGLY AGREE,STRONGLY DISAGREE
Justin West,Male,214-05-1477,43,005 Hamilton Mission Parrishview  NV 98329,98329,NV,AGREE,AGREE,STRONGLY DISAGREE
Donald Allen,Male,210-95-2412,75,127 Jimenez Views Garciashire  NH 55161,55161,NH,AGREE,not sure,STRONGLY AGREE
Desiree Baker,Female,566-42-9927,18,844 Nguyen Pike Claireshire  DE 63509,63509,DE,STRONGLY AGREE,STRONGLY AGREE,AGREE
Marissa Schultz,Female,750-22-9588,35,8325 Smith Knoll New Jason  VT 31635,31635,VT,DISAGREE,AGREE,STRONGLY DISAGREE
Crystal Fields,Female,548-19-1727,46,41652 Thomas Views Apt. 922 Leeland  GA 73342,73342,GA,STRONGLY DISAGREE,AGREE,STRONGLY AGREE
Daniel Murray,Male,788-98-1691,43,1813 Morrison Mall Suite 584 Port Kathrynstad  CO 86757,86757,CO,STRONGLY DISAGREE,STRONGLY AGREE,depends
Matthew Carson,Male,892-68-1106,52,078 Woodard Cove Suite 208 Melissaland  NJ 49591,49591,NJ,STRONGLY AGREE,AGREE,no community
Michelle Fischer,Female,316-50-7445,71,1172 Carlos Inlet Apt. 896 Lake Patriciafort  CT 52677,52677,CT,AGREE,DISAGREE,AGREE
Barry Fitzgerald,Male,458-98-5378,53,PSC 5339  Box 0845 APO AE 71290,71290,AE,AGREE,DISAGREE,STRONGLY AGREE
Kristin Gonzalez,Female,084-33-6230,53,267 Coffey Square Suite 190 East Jeffrey  CA 64576,64576,CA,STRONGLY DISAGREE,STRONGLY DISAGREE,AGREE
Mrs. Jamie Diaz,Female,202-44-4457,48,9977 Peter Ridges Port James  HI 98639,98639,HI,DISAGREE,STRONGLY DISAGREE,STRONGLY AGREE
Christina Mcdonald,Female,505-06-3071,58,1880 Keith Ports Suite 727 Latashaville  NY 41191,41191,NY,AGREE,AGREE,depends
Shawna Hood,Female,101-37-0939,42,36731 Wiley Ways South Denisehaven  HI 37562,37562,HI,STRONGLY AGREE,not sure,DISAGREE
Shawn Anderson,Male,679-32-5256,37,PSC 8807  Box 2633 APO AA 77629,77629,AA,DISAGREE,STRONGLY DISAGREE,AGREE
Douglas Riley,Male,806-79-5773,18,8500 Deborah Locks West Christopherberg  IN 16741,16741,IN,AGREE,AGREE,DISAGREE
James Barber,Male,822-42-5365,21,74027 Chandler Knoll Ericport  ID 60734,60734,ID,AGREE,STRONGLY DISAGREE,sometimes
Sierra Lane,Female,011-45-2477,29,36988 Chase Hollow Apt. 194 Shahborough  NC 36960,36960,NC,STRONGLY AGREE,maybe,STRONGLY AGREE
Karen James,Female,613-30-2524,68,0501 Everett River Apt. 497 East Savannahmouth  SC 81043,81043,SC,STRONGLY AGREE,AGREE,DISAGREE
Lindsay Martinez,Female,396-40-6519,30,USNS Stewart FPO AA 05999,5999,AA,NEUTRAL,DISAGREE,STRONGLY DISAGREE
Timothy Norris,Male,560-93-9023,19,68990 Henry Forest Apt. 849 New Heatherberg  NV 88653,88653,NV,AGREE,AGREE,STRONGLY DISAGREE
Matthew Fernandez,Male,577-60-6957,46,60095 Ortega Street Suite 208 North Clinton  IL 84959,84959,IL,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Derrick Floyd,Male,177-85-4897,55,2918 Ashley Greens Reedburgh  HI 91827,91827,HI,AGREE,STRONGLY AGREE,STRONGLY DISAGREE
Wesley Jones,Male,636-91-4827,56,516 Jenkins Cove Suite 879 West Scottfurt  IA 38998,38998,IA,STRONGLY DISAGREE,AGREE,STRONGLY AGREE
Daniel Harris,Male,635-08-7461,31,0958 Marshall Isle Lake Steveview  IA 81858,81858,IA,AGREE,STRONGLY AGREE,STRONGLY AGREE
Brandi Walters,Female,325-45-7112,35,741 Amanda Stravenue Joannestad  FL 94298,94298,FL,STRONGLY AGREE,DISAGREE,STRONGLY DISAGREE
Thomas Mcbride,Male,212-35-6070,72,59219 Patricia Parkways Suite 304 West Angelastad  OK 15192,15192,OK,STRONGLY DISAGREE,STRONGLY DISAGREE,DISAGREE
David Gonzalez,Male,622-53-5513,61,3006 Roberts Keys New Anna  IA 26131,26131,IA,DISAGREE,DISAGREE,STRONGLY AGREE
Jose Anderson,Male,189-15-4422,36,PSC 8041  Box 8426 APO AE 55633,55633,AE,STRONGLY DISAGREE,AGREE,STRONGLY DISAGREE
Veronica Wright,Female,567-11-6675,44,80411 Hunter Trafficway Lake Brooke  DC 50789,50789,DC,AGREE,STRONGLY DISAGREE,AGREE
Mr. Randall Sullivan,Male,805-85-2484,53,5087 Martinez Gateway Carrollhaven  MO 86576,86576,MO,AGREE,AGREE,STRONGLY AGREE
Christopher Jones,Male,707-45-7205,18,53056 Giles Groves Suite 166 North Thomas  NY 44406,44406,NY,AGREE,STRONGLY AGREE,STRONGLY DISAGREE
David Perez,Male,684-45-0561,59,082 Burns Mall Ritafort  VT 76535,76535,VT,STRONGLY DISAGREE,DISAGREE,DISAGREE
Kristen Butler,Female,250-58-5845,71,222 Aguilar Trail Apt. 093 Nicolefurt  NJ 10896,10896,NJ,DISAGREE,DISAGREE,STRONGLY AGREE
Terri Powell,Female,349-76-5946,72,581 Heather Lodge Angelaburgh  KS 27321,27321,KS,STRONGLY AGREE,DISAGREE,DISAGREE
Denise Cooper,Female,044-55-3225,23,572 Dyer Mission Port Erikshire  KS 56107,56107,KS,STRONGLY AGREE,DISAGREE,AGREE
Henry Owen,Male,520-65-7472,48,0622 Johnson Crossroad West Robert  MT 42283,42283,MT,AGREE,STRONGLY AGREE,DISAGREE
Anthony Leonard,Male,103-31-0603,49,9514 Garcia Inlet New Ann  LA 62515,62515,LA,STRONGLY DISAGREE,STRONGLY AGREE,STRONGLY AGREE
Kristi Gallegos,Female,305-48-1650,58,729 Brian Mountains Aprilmouth  NV 73293,73293,NV,DISAGREE,AGREE,DISAGREE
Ronald Berry,Male,668-83-9560,33,73516 Andrew Trail Suite 249 Boonemouth  KY 82186,82186,KY,AGREE,DISAGREE,DISAGREE
Ana Pratt,Female,087-29-0615,22,87234 Hernandez Mall Stevenland  SD 77488,77488,SD,STRONGLY AGREE,DISAGREE,AGREE
Megan Miller,Female,286-04-4525,51,0965 Duncan Village Suite 822 Sarahton  CA 17933,17933,CA,STRONGLY DISAGREE,AGREE,DISAGREE
Jordan Wilson,Male,697-89-9798,55,2988 Robert Green East Johnmouth  SD 85566,85566,SD,STRONGLY AGREE,AGREE,AGREE
Timothy Alexander,Male,558-71-8267,19,53761 Gilbert Path Apt. 118 Amandashire  AR 17629,17629,AR,AGREE,AGREE,STRONGLY AGREE
Alyssa Martin,Female,562-20-4844,74,04073 David Landing Suite 232 East Thomaschester  NJ 74508,74508,NJ,STRONGLY DISAGREE,DISAGREE,DISAGREE
Sara Chavez,Female,854-56-8831,56,79728 Luke Garden Coxshire  CO 55185,55185,CO,DISAGREE,STRONGLY AGREE,AGREE
Allen Koch,Male,671-39-7516,43,15565 Denise Branch Suite 198 Lake Kennethmouth  WI 59250,59250,WI,AGREE,STRONGLY AGREE,DISAGREE
Ashley Scott,Female,881-46-2895,30,31794 Griffith Key Suite 534 South Manuel  WY 85718,85718,WY,NEUTRAL,DISAGREE,STRONGLY DISAGREE
Joshua Carlson,Male,570-78-7166,68,17225 Hammond Mall North Joseph  CT 37972,37972,CT,AGREE,AGREE,depends
Jeff White,Male,277-60-0040,18,27790 Joshua Light Suite 532 New Mark  PA 11473,11473,PA,AGREE,STRONGLY AGREE,STRONGLY DISAGREE
Christopher Ortiz,Male,698-36-4713,20,739 Shawn Expressway Apt. 542 Zimmermanshire  ID 29084,29084,ID,AGREE,STRONGLY AGREE,DISAGREE
Jeremy Bennett,Male,229-63-9272,45,342 Craig Mall Chelseafort  IA 71260,71260,IA,STRONGLY AGREE,AGREE,STRONGLY AGREE
James Delacruz,Male,378-85-8699,47,12502 Miguel Squares South Rebeccaborough  HI 09892,9892,HI,AGREE,STRONGLY DISAGREE,AGREE
Jason Fisher,Male,320-97-1504,60,Unit 3923 Box 2866 DPO AE 82123,82123,AE,AGREE,DISAGREE,AGREE
Brian Patel,Male,885-88-4044,72,17510 Baldwin Mountains Suite 731 Port Carlmouth  ND 53848,53848,ND,STRONGLY DISAGREE,don't know,DISAGREE
Jennifer Gonzales,Female,195-50-9408,26,136 Davis Spurs Pamberg  KY 02344,2344,KY,STRONGLY AGREE,STRONGLY AGREE,DISAGREE
Ann Anderson,Female,371-24-4274,43,755 Joshua Ranch Apt. 395 Ellisport  MA 28245,28245,MA,DISAGREE,DISAGREE,DISAGREE
Sergio Li,Male,820-89-2161,24,25378 Melissa Expressway Apt. 749 Knightchester  AK 77427,77427,AK,AGREE,not sure,sometimes
Ashley Brown,Female,133-08-0237,50,563 Gina Pines New Savannahland  NJ 92713,92713,NJ,STRONGLY AGREE,DISAGREE,DISAGREE
Roger Glover,Male,356-51-7086,76,6681 April Mountain North Jerryport  NV 72943,72943,NV,STRONGLY AGREE,STRONGLY AGREE,DISAGREE
Clinton Sloan,Male,347-41-7186,51,40077 Kevin Cape Apt. 593 North Michaelville  IN 56881,56881,IN,STRONGLY AGREE,DISAGREE,STRONGLY AGREE
Todd Cabrera,Male,653-76-9067,55,1618 Ashley Common Apt. 765 Youngton  VT 98736,98736,VT,DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE
Deborah Garcia,Female,664-46-8439,57,950 Poole Islands Suite 353 Smithmouth  AZ 78535,78535,AZ,DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Melissa Duarte,Female,885-31-6345,63,757 Kelly Mews West Dawn  PA 63517,63517,PA,DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE
Kelly Garza,Female,448-83-8616,20,6440 Middleton Branch Suite 406 Clarkhaven  MO 68326,68326,MO,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE
Denise Obrien,Female,087-61-1780,24,113 Morris Fields West Victoria  NM 87061,87061,NM,STRONGLY AGREE,AGREE,STRONGLY DISAGREE
Thomas Decker,Male,300-77-4712,53,Unit 0952 Box 4617 DPO AE 31759,31759,AE,AGREE,don't know,DISAGREE
Nicholas Woods,Male,294-09-5404,52,7299 Barbara Trail Josephshire  NH 15338,15338,NH,DISAGREE,AGREE,STRONGLY DISAGREE
Heather Reeves,Female,448-34-1256,59,8570 Johnson Walk Suite 613 North Masonfort  CO 41092,41092,CO,STRONGLY DISAGREE,STRONGLY DISAGREE,DISAGREE
Kimberly Brown,Female,752-84-8922,41,46972 Mcclain Expressway Alecmouth  TX 26229,26229,TX,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Michele Fisher,Female,694-91-2435,31,186 Barber Courts Joanneshire  AL 85444,85444,AL,STRONGLY AGREE,DISAGREE,AGREE
Jason Garcia,Male,019-74-0533,27,2658 Gonzalez Burg Meltonshire  DC 62172,62172,DC,AGREE,DISAGREE,depends
Brian Williams,Male,278-05-2006,58,18889 Mccoy Course Apt. 515 Jeffreyborough  NC 76189,76189,NC,AGREE,DISAGREE,STRONGLY AGREE
Joseph Moore,Male,367-79-3021,25,36266 Gina Trafficway Lake Brandonport  AL 61325,61325,AL,AGREE,STRONGLY AGREE,STRONGLY AGREE
Stacy Oliver,Female,712-62-5254,60,23123 Hernandez Ferry Apt. 053 South Jacob  VT 48985,48985,VT,AGREE,DISAGREE,STRONGLY AGREE
Greg Guzman,Male,569-82-8858,63,1504 Robert Forks Apt. 766 East Lisachester  NH 86849,86849,NH,DISAGREE,don't know,DISAGREE
Tracey Cunningham,Female,082-21-2754,63,972 Young Field Apt. 677 Lake Laura  MA 30663,30663,MA,STRONGLY AGREE,STRONGLY AGREE,DISAGREE
Brendan Johnson,Male,774-69-0376,71,866 Pamela Common Apt. 752 Patrickland  OH 24112,24112,OH,STRONGLY AGREE,maybe,STRONGLY AGREE
Haley Wright,Female,041-22-5477,65,06029 Elizabeth Hollow New Nicholas  WY 49626,49626,WY,STRONGLY AGREE,DISAGREE,STRONGLY AGREE
Todd Escobar,Male,180-69-3969,26,910 Bruce Summit Lake Latoya  OR 04153,4153,OR,AGREE,AGREE,STRONGLY AGREE
Ashley Lane,Female,218-90-6490,40,376 Mathews Mountain Apt. 183 Jasonberg  MN 09074,9074,MN,STRONGLY AGREE,STRONGLY AGREE,AGREE
Stanley Campbell,Male,814-99-2225,71,6052 Valerie Shoal Suite 513 Port David  VT 89041,89041,VT,STRONGLY AGREE,STRONGLY AGREE,depends
Justin Reed,Male,175-08-3623,68,2448 Davis Road Oscarstad  RI 43355,43355,RI,AGREE,STRONGLY AGREE,AGREE
Jason Hernandez,Male,575-01-0107,58,40261 Erin Forges Apt. 985 South Albertport  KS 09100,9100,KS,STRONGLY DISAGREE,STRONGLY AGREE,AGREE
Alicia Jackson,Female,854-62-2283,74,636 Tracy Squares Suite 925 West Stevenshire  RI 47899,47899,RI,AGREE,DISAGREE,STRONGLY DISAGREE
Vanessa Harmon,Female,316-39-9367,32,9827 Amber Cliff Apt. 967 East Judyville  IA 82236,82236,IA,STRONGLY AGREE,AGREE,STRONGLY AGREE
Gary Obrien,Male,256-53-4467,50,96106 Kimberly Drive Weekschester  UT 20263,20263,UT,STRONGLY AGREE,AGREE,DISAGREE
Richard Tran,Male,354-65-2859,52,631 Tracy Mission Robertmouth  ID 03649,3649,ID,STRONGLY DISAGREE,AGREE,DISAGREE
Monique Potter,Female,099-73-0871,57,Unit 8816 Box 2468 DPO AE 33969,33969,AE,STRONGLY DISAGREE,DISAGREE,DISAGREE
Matthew Taylor DDS,Male,563-05-7749,49,USNV Cohen FPO AP 40659,40659,AP,DISAGREE,STRONGLY DISAGREE,AGREE
Robert Jones,Male,128-55-3383,52,14321 Charles Brook South Justin  AZ 54300,54300,AZ,STRONGLY DISAGREE,DISAGREE,AGREE
Cody Gonzalez,Male,146-85-6612,68,3178 Hernandez Terrace Carrollfurt  LA 18337,18337,LA,STRONGLY AGREE,AGREE,AGREE
Christopher Middleton,Male,527-56-2207,59,PSC 0284  Box 0156 APO AP 44904,44904,AP,STRONGLY AGREE,STRONGLY AGREE,DISAGREE
Dr. Franklin Davis,Male,150-25-9237,55,7640 Grant Route Patelberg  DE 29962,29962,DE,DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE
James Brown,Male,157-45-3929,68,11450 Paul Flats Apt. 141 Sandersmouth  AK 55130,55130,AK,AGREE,STRONGLY AGREE,STRONGLY DISAGREE
Zachary Nguyen,Male,312-39-6797,66,1622 Angela Views Apt. 593 Lake Charleschester  NM 23229,23229,NM,AGREE,AGREE,STRONGLY AGREE
Jared Wiggins,Male,453-12-9249,43,953 Matthew Cape South Scott  OH 33769,33769,OH,STRONGLY AGREE,DISAGREE,STRONGLY DISAGREE
Allison Greer,Female,282-62-8493,64,5667 Sheryl Branch Suite 787 Nicolefort  WV 22571,22571,WV,STRONGLY AGREE,STRONGLY DISAGREE,AGREE
Carol Ramirez,Female,024-73-9401,34,3341 Norman Street Apt. 491 Kennethview  KS 64010,64010,KS,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Brian Thomas,Male,244-58-9098,63,2411 Mejia Stravenue Apt. 308 Mayoborough  MN 49246,49246,MN,STRONGLY DISAGREE,AGREE,AGREE
Marissa Terry,Female,600-59-2912,18,7712 Kramer Groves Paulaview  MT 03160,3160,MT,NEUTRAL,DISAGREE,AGREE
Maureen Lee,Female,439-80-2840,38,USS Castro FPO AE 20946,20946,AE,AGREE,STRONGLY DISAGREE,AGREE
Heather Young,Female,166-24-6945,47,47470 Pennington Ville Dawnchester  OR 87112,87112,OR,AGREE,DISAGREE,STRONGLY DISAGREE
Elizabeth Brown,Female,526-23-1027,65,834 Robert Locks Terryborough  UT 73954,73954,UT,STRONGLY DISAGREE,STRONGLY AGREE,DISAGREE
Daniel Stark,Male,238-94-6753,42,1459 Elizabeth Rapid Apt. 202 Port Shawn  TN 68377,68377,TN,STRONGLY DISAGREE,AGREE,STRONGLY AGREE
Rachel Wells,Female,067-42-2088,33,083 Dixon Pines South Anthonyville  NC 94450,94450,NC,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Gary Hanna,Male,156-50-7551,56,91173 Lori Lights Suite 178 Lake Lisafurt  NH 42416,42416,NH,STRONGLY AGREE,DISAGREE,STRONGLY AGREE
Melissa Shelton,Female,420-91-3517,57,USNV Baker FPO AE 54706,54706,AE,STRONGLY DISAGREE,AGREE,STRONGLY AGREE
Chelsea Barber,Female,711-52-5228,74,21742 Pitts Squares Austinport  MO 46953,46953,MO,DISAGREE,DISAGREE,STRONGLY AGREE
Glenda Pineda,Female,667-70-9852,60,4375 Smith Plain Suite 075 New Joestad  SC 29425,29425,SC,STRONGLY AGREE,DISAGREE,AGREE
David Ayala,Male,580-25-0666,33,48713 Courtney Mountain Apt. 085 Port Gabriel  HI 07801,7801,HI,AGREE,AGREE,STRONGLY DISAGREE
Natasha Franklin,Female,315-74-7355,32,379 Beth Rest Suite 770 East Robertfort  AL 14068,14068,AL,STRONGLY AGREE,STRONGLY DISAGREE,depends
Cody Washington,Male,136-76-9026,71,5523 Rodriguez Square Apt. 245 Lake Craigstad  WV 24187,24187,WV,DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Billy Taylor,Male,682-26-6088,74,7479 Farmer Loop Williamsshire  DE 87069,87069,DE,DISAGREE,AGREE,STRONGLY AGREE
Julie Massey,Female,426-02-9279,27,22804 Garcia Manors Suite 520 East Jeffrey  NV 35696,35696,NV,NEUTRAL,STRONGLY AGREE,STRONGLY DISAGREE
Ryan Carter,Male,445-69-4281,37,98494 Duncan Ports Suite 269 Port Todd  KY 08600,8600,KY,AGREE,DISAGREE,DISAGREE
Lori Lewis,Female,717-98-5005,19,371 Mikayla Spurs Meganhaven  PA 28896,28896,PA,STRONGLY AGREE,DISAGREE,STRONGLY AGREE
Jeff Fisher,Male,108-74-2581,64,06731 Michael Groves Apt. 899 West William  RI 70734,70734,RI,DISAGREE,STRONGLY AGREE,AGREE
Mary Mills,Female,155-49-2192,47,017 Bennett Orchard Gomezton  MS 18824,18824,MS,STRONGLY DISAGREE,DISAGREE,STRONGLY DISAGREE
Jonathan Guzman,Male,421-01-7145,68,249 Grimes Drives Suite 336 Sarahtown  NV 66149,66149,NV,STRONGLY AGREE,DISAGREE,AGREE
Benjamin Reynolds,Male,369-92-4814,41,900 Donald Extension Apt. 419 New Christine  LA 31481,31481,LA,AGREE,STRONGLY DISAGREE,AGREE
Christina Blake,Female,885-40-0613,61,997 Nguyen Pine Suite 956 New Taraborough  AZ 08598,8598,AZ,STRONGLY AGREE,STRONGLY AGREE,DISAGREE
Kyle Petersen,Male,794-23-1439,24,344 Marcus Path Apt. 485 Rachaeltown  NM 02660,2660,NM,AGREE,AGREE,STRONGLY AGREE
Craig Bender,Male,095-40-7065,46,41738 Lori Crescent Apt. 758 Port Debrachester  MD 17168,17168,MD,DISAGREE,STRONGLY AGREE,STRONGLY AGREE
Ricky Beard,Male,493-33-7613,20,50914 Wilson Inlet Apt. 292 East Jo  ME 48008,48008,ME,AGREE,STRONGLY DISAGREE,DISAGREE
Natalie Moody,Female,707-13-7340,56,2313 Cunningham Gateway Lake Clairechester  WV 14627,14627,WV,STRONGLY AGREE,AGREE,DISAGREE
William Edwards,Male,531-03-1465,59,Unit 9546 Box 8718 DPO AP 86987,86987,AP,AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
David Vance,Male,728-42-5773,36,8731 Smith Vista North Sarahbury  NE 46419,46419,NE,STRONGLY DISAGREE,STRONGLY DISAGREE,AGREE
Brittney Green,Female,891-15-9024,58,31408 Morris Field Apt. 564 East Barbaraton  SC 79560,79560,SC,STRONGLY AGREE,DISAGREE,STRONGLY DISAGREE
Ronnie Clark,Male,257-43-3505,62,7984 Roberto Path South Pamberg  AZ 60329,60329,AZ,DISAGREE,don't know,AGREE
Allen Henderson,Male,796-95-4589,42,22757 Jamie Fort Smithton  AZ 48979,48979,AZ,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Edwin Acosta,Male,813-15-0544,40,456 Choi Glens South Shelley  IA 78805,78805,IA,AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Jennifer Reed,Female,736-13-5921,32,16247 Amanda Squares North Kathy  WY 58349,58349,WY,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Derek Newman,Male,166-48-1080,66,PSC 6188  Box 9940 APO AE 09437,9437,AE,STRONGLY AGREE,AGREE,STRONGLY DISAGREE
Dr. Mackenzie Ruiz DDS,Female,668-90-2885,60,9839 Chambers Extensions Suite 802 Huangbury  VA 07306,7306,VA,STRONGLY AGREE,AGREE,DISAGREE
Tiffany Peterson,Female,355-73-2531,32,28380 Rebecca Estate Lynnfort  MN 76775,76775,MN,STRONGLY AGREE,STRONGLY AGREE,DISAGREE
Michael Murray,Male,129-50-7036,64,4659 Wendy Roads Suite 466 North Lisaborough  AK 07286,7286,AK,DISAGREE,DISAGREE,AGREE
Lisa Scott,Female,151-69-2698,30,258 Smith Rapids Suite 203 East Brandi  MT 17234,17234,MT,STRONGLY AGREE,AGREE,DISAGREE
Cory Lyons,Male,165-30-2220,39,845 Heather Mews Apt. 195 East George  NC 22498,22498,NC,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE
Hannah Davis,Female,442-16-0516,21,221 Laura Points Suite 391 Sharonfort  NE 00747,747,NE,STRONGLY AGREE,AGREE,AGREE
Eugene Jordan,Male,256-72-6345,23,614 Christopher Mountain Suite 155 Port Robertchester  NV 72129,72129,NV,AGREE,STRONGLY AGREE,STRONGLY DISAGREE
Mary Davis,Female,612-25-8730,22,6655 Garcia Fall Suite 225 Christybury  SD 42432,42432,SD,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE
Amber Black,Female,160-64-4327,73,USNS Wall FPO AP 80144,80144,AP,STRONGLY AGREE,AGREE,STRONGLY DISAGREE
Terry Palmer,Male,439-29-7063,35,4675 John Garden Apt. 324 Port Christopher  OH 30750,30750,OH,STRONGLY AGREE,DISAGREE,DISAGREE
Alison Chavez,Female,266-38-8916,56,3166 Black Mountains South Lisaside  IA 80504,80504,IA,STRONGLY AGREE,STRONGLY DISAGREE,DISAGREE
Teresa Long,Female,180-08-8812,53,5018 Rachael Ridges Apt. 583 Walkerside  OH 32477,32477,OH,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE
Denise Barnes,Female,402-34-3491,39,8430 Hamilton Unions Davisbury  UT 21107,21107,UT,DISAGREE,AGREE,STRONGLY DISAGREE
Jeremy Herrera,Male,830-16-9700,27,89402 Brown Square East Pamela  MD 76000,76000,MD,AGREE,STRONGLY DISAGREE,AGREE
Cody Armstrong,Male,108-34-5487,21,6175 Hansen Keys Smithborough  WV 97233,97233,WV,AGREE,DISAGREE,no community
Fernando Mosley,Male,064-28-1213,54,531 Anderson Points Suite 496 Allisonfort  DE 22476,22476,DE,DISAGREE,AGREE,AGREE
Jason Lee,Male,130-61-9094,41,571 Justin Squares Suite 797 New Aprilmouth  DE 72749,72749,DE,DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE
Ryan Sparks,Male,390-92-7224,43,655 Darrell Unions Suite 129 East Cindymouth  VT 41253,41253,VT,AGREE,DISAGREE,STRONGLY AGREE
Debra Osborne,Female,038-94-8312,70,000 Joseph Rue Suite 540 Jillfort  ID 07694,7694,ID,STRONGLY AGREE,DISAGREE,AGREE
John Santiago,Male,138-23-7738,64,777 Mayo Groves North Jeffrey  NC 75238,75238,NC,STRONGLY AGREE,STRONGLY AGREE,STRONGLY DISAGREE
Amanda Phillips,Female,575-97-7975,71,44552 Reynolds Passage Apt. 985 West Mariaside  AZ 77140,77140,AZ,STRONGLY DISAGREE,DISAGREE,AGREE
Reginald Smith,Male,622-27-8674,78,537 Vargas Mall New Annafort  NV 75386,75386,NV,DISAGREE,AGREE,STRONGLY AGREE
Madison Moore,Female,093-20-6534,27,79732 Stephens Courts East Johnathanmouth  OK 38853,38853,OK,STRONGLY AGREE,STRONGLY DISAGREE,AGREE
Jacqueline Hicks,Female,055-12-3280,76,65079 Chapman Roads New Joshua  NE 50791,50791,NE,STRONGLY AGREE,STRONGLY DISAGREE,AGREE
Cynthia Mcguire,Female,403-42-9120,60,7110 Bruce Forges Limouth  WA 43627,43627,WA,STRONGLY AGREE,STRONGLY AGREE,DISAGREE
John Santiago,Male,504-36-1020,32,63025 James Divide Apt. 997 Robinsonbury  CO 48551,48551,CO,AGREE,AGREE,sometimes
Charles Anderson,Male,751-35-1166,61,88623 Angelica Lane Melissaberg  AZ 49367,49367,AZ,STRONGLY DISAGREE,AGREE,STRONGLY AGREE
Jill Thomas,Female,769-04-8397,56,33395 Ariana Stravenue Suite 077 Lake Amber  AR 23583,23583,AR,STRONGLY DISAGREE,DISAGREE,STRONGLY AGREE
Laura Drake,Female,592-31-3466,28,38807 Corey Loaf Apt. 535 Port Jenniferfort  MA 43854,43854,MA,STRONGLY AGREE,DISAGREE,AGREE
Brandon Cruz,Male,547-05-9545,69,197 Chung Locks Apt. 722 Annettechester  TX 32592,32592,TX,STRONGLY DISAGREE,AGREE,DISAGREE
John Mooney,Male,343-59-3002,40,4780 Laurie Villages Suite 060 South Wanda  IA 64125,64125,IA,DISAGREE,STRONGLY AGREE,AGREE
Harry Gonzales,Male,800-99-5606,53,70005 Frederick Stravenue East Ryanport  KS 17818,17818,KS,DISAGREE,STRONGLY DISAGREE,sometimes
Brian Spears,Male,311-55-9290,55,1026 Anita Ports Deniseside  MN 22912,22912,MN,AGREE,AGREE,DISAGREE
Jessica Gonzalez,Female,612-99-4565,28,183 Joseph Divide North Cherylton  TN 64239,64239,TN,STRONGLY AGREE,STRONGLY DISAGREE,AGREE
Desiree Ramirez,Female,844-73-2429,36,683 Edwards Heights Suite 807 Lake Danielchester  IN 75312,75312,IN,STRONGLY AGREE,STRONGLY AGREE,AGREE
Douglas Stephenson,Male,608-24-9734,72,87152 Brittany Burgs West Stephenberg  WA 84121,84121,WA,DISAGREE,STRONGLY AGREE,AGREE
Whitney Myers,Female,541-32-9105,71,6466 Gonzalez Harbor Angelaville  SD 37355,37355,SD,DISAGREE,STRONGLY AGREE,DISAGREE
